genre,budget_million,director_score,cast_popularity,runtime_minutes,release_month,marketing_spend,is_sequel,box_office_hit
Action,86.01,3.73,52.47,174,10,9.36,0,0
Drama,62.11,3.7,28.96,153,11,10.89,1,0
Horror,55.62,4.54,34.55,95,1,14.3,1,0
Horror,19.92,4.17,30.47,123,1,14.02,1,0
Horror,3.92,4.74,41.11,117,2,13.99,0,0
Fantasy,15.83,2.57,58.84,147,1,7.28,0,0
Romance,48.7,8.81,22.32,103,10,17.25,1,1
Comedy,76.05,2.94,74.49,98,9,3.66,1,0
Comedy,77.07,10.0,58.33,154,5,0.0,0,1
Action,68.92,7.67,55.27,121,6,0.0,0,0
Comedy,27.87,10.0,17.63,138,2,6.76,1,0
Drama,50.74,4.58,80.48,95,8,20.85,1,1
Action,40.36,5.21,76.37,119,9,10.63,1,1
Sci-Fi,43.96,8.78,30.53,142,3,12.0,0,1
Drama,111.11,4.06,74.57,81,11,13.12,1,1
Drama,1.0,7.7,51.96,127,10,1.48,1,0
Sci-Fi,42.96,5.87,63.37,90,10,12.54,0,1
Drama,86.35,7.97,28.48,174,5,10.98,0,1
Horror,6.02,8.82,55.27,144,6,9.27,0,1
Drama,30.69,5.01,25.38,166,9,11.15,0,0
Horror,34.13,4.51,58.93,166,9,10.44,0,0
Drama,43.3,3.47,26.59,131,12,11.36,0,0
Drama,2.12,3.12,70.07,136,12,3.56,0,0
Horror,67.86,4.97,70.71,84,2,10.85,0,1
Sci-Fi,69.99,6.06,67.87,148,9,15.15,1,1
Horror,65.25,4.94,39.36,85,5,7.96,1,0
Sci-Fi,23.89,6.61,49.19,87,2,14.08,1,0
Romance,52.6,7.54,46.06,161,6,15.08,0,1
Comedy,23.02,4.96,51.87,115,12,10.25,1,0
Drama,40.02,5.18,28.56,167,8,11.85,0,0
Fantasy,114.6,8.48,38.36,163,3,9.23,1,1
Horror,52.87,6.82,75.57,177,12,12.62,0,1
Sci-Fi,14.37,5.71,81.85,158,3,10.96,1,1
Romance,55.41,4.74,44.81,137,6,3.58,0,0
Fantasy,9.45,7.83,70.25,171,6,5.3,0,1
Fantasy,14.03,5.53,42.04,83,2,16.03,1,0
Sci-Fi,18.77,2.21,77.71,125,5,3.61,0,0
Action,36.67,1.98,65.76,139,6,7.72,0,0
Comedy,78.11,4.46,12.11,131,5,3.52,1,0
Fantasy,67.35,4.03,35.38,150,2,19.62,0,0
Thriller,65.69,6.15,66.77,146,4,16.93,1,1
Action,17.03,2.31,60.91,123,6,13.24,0,0
Action,33.76,6.13,65.13,167,12,7.24,0,0
Thriller,58.16,4.08,69.86,155,2,12.6,1,1
Thriller,31.15,8.1,74.48,87,1,11.51,0,1
Drama,41.65,4.5,24.49,146,6,7.86,0,0
Thriller,63.24,7.79,51.72,165,6,13.33,0,1
Sci-Fi,39.54,5.86,32.85,151,12,9.13,0,0
Thriller,56.78,5.04,54.07,178,7,14.5,1,1
Sci-Fi,97.78,3.45,31.94,142,7,15.57,1,0
Fantasy,44.84,4.39,45.53,144,11,8.82,1,0
Thriller,85.38,8.74,67.29,88,8,7.32,0,1
Romance,66.78,5.8,28.49,175,8,4.33,0,0
Drama,5.98,4.27,59.67,82,9,11.73,0,0
Horror,16.94,6.62,59.35,84,5,12.94,0,0
Drama,24.99,5.03,55.04,129,8,13.87,0,0
Fantasy,24.35,4.57,67.2,172,6,8.3,0,0
Romance,47.29,5.14,36.72,146,2,7.3,1,0
Action,68.44,7.91,30.1,88,3,4.36,1,0
Sci-Fi,87.65,5.92,64.67,140,9,10.8,0,1
Thriller,59.25,7.39,58.64,113,4,14.07,1,1
Romance,36.63,5.12,47.15,112,6,0.0,1,0
Horror,1.0,4.75,65.77,138,10,5.18,1,0
Drama,52.12,8.92,29.61,161,10,12.37,1,1
Comedy,50.77,3.85,78.36,97,6,13.5,1,1
Horror,55.49,5.35,31.01,80,3,5.0,0,0
Sci-Fi,113.19,8.22,28.23,126,5,13.29,0,1
Drama,87.22,5.07,49.29,110,10,15.97,1,1
Sci-Fi,73.55,9.7,4.36,114,12,13.56,1,1
Fantasy,21.14,4.21,33.34,144,3,9.96,0,0
Sci-Fi,34.61,7.26,46.92,155,7,7.4,1,0
Action,47.15,9.41,18.15,85,7,2.93,1,0
Romance,26.74,6.38,47.39,84,2,5.55,0,0
Fantasy,65.01,6.81,44.01,178,8,8.13,0,1
Action,60.71,7.65,85.58,82,6,14.95,0,1
Drama,17.35,0.88,69.36,111,10,4.07,0,0
Romance,85.9,8.86,61.84,167,3,16.79,0,1
Horror,53.07,6.68,25.58,169,9,10.35,0,0
Romance,1.0,6.12,37.09,138,11,16.57,1,0
Thriller,48.46,6.31,74.25,111,10,11.4,1,1
Sci-Fi,58.44,1.91,52.01,84,7,12.22,0,0
Horror,79.18,7.81,54.08,86,12,9.72,0,1
Horror,39.88,6.75,53.37,126,8,9.13,0,0
Horror,74.84,4.09,41.96,82,9,15.12,1,0
Sci-Fi,55.61,6.82,55.15,113,12,8.27,1,1
Comedy,10.55,7.09,52.79,123,8,0.74,1,0
Romance,7.54,4.89,24.6,98,7,7.3,1,0
Thriller,83.68,8.55,41.93,110,12,15.29,0,1
Action,85.88,5.75,32.96,88,3,12.8,1,0
Comedy,59.69,5.44,44.09,124,11,10.77,0,0
Drama,94.87,7.34,98.73,162,2,13.72,0,1
Sci-Fi,81.7,4.26,47.87,97,9,5.56,1,0
Thriller,70.51,5.07,89.36,95,7,7.72,0,1
Drama,22.66,3.7,31.63,120,6,0.0,1,0
Drama,101.94,5.65,39.06,135,7,6.09,0,0
Thriller,66.09,5.34,17.9,96,5,0.0,1,0
Comedy,38.42,6.26,43.76,163,10,18.52,0,1
Action,29.95,8.04,61.16,150,11,16.98,1,1
Drama,57.7,7.36,37.05,83,2,8.62,0,0
Thriller,1.0,6.26,23.5,93,5,10.9,1,0
Thriller,70.99,8.58,48.6,111,8,13.15,0,1
Thriller,21.39,4.75,51.62,129,10,6.06,0,0
Fantasy,61.12,6.99,91.28,104,4,8.75,1,1
Horror,34.35,7.83,14.03,173,2,14.94,0,0
Action,42.07,9.79,29.29,142,12,9.03,0,1
Drama,27.29,6.29,46.09,88,8,5.23,1,0
Comedy,45.16,5.22,39.12,106,7,15.78,0,0
Romance,106.68,6.03,46.81,112,11,7.02,1,1
Action,91.55,6.13,59.14,120,12,12.37,1,1
Sci-Fi,60.63,4.65,31.58,131,3,10.42,0,0
Romance,49.24,6.04,33.37,142,1,13.0,1,0
Fantasy,75.33,9.55,30.64,111,4,6.4,1,1
Romance,83.9,2.64,28.41,118,2,4.97,0,0
Horror,25.11,1.16,18.55,175,6,17.73,1,0
Thriller,47.68,2.97,0.0,176,4,9.99,1,0
Action,1.0,4.14,70.18,118,5,17.8,0,0
Thriller,83.69,3.62,79.51,117,9,13.18,0,1
Drama,111.95,4.38,52.94,145,6,9.54,0,1
Thriller,52.4,3.93,76.14,119,4,13.26,0,1
Horror,1.0,6.9,27.0,137,10,8.93,0,0
Romance,68.27,4.11,58.08,146,12,18.4,0,1
Romance,22.88,3.69,41.22,178,9,4.71,0,0
Thriller,30.1,2.09,30.84,87,8,15.21,1,0
Comedy,68.8,7.99,37.59,110,11,6.93,1,1
Horror,57.64,8.68,36.19,116,9,15.8,0,1
Comedy,35.36,6.51,33.02,93,1,8.35,1,0
Thriller,30.51,6.25,18.55,144,7,7.74,0,0
Comedy,53.78,7.32,69.5,138,9,12.81,1,1
Romance,37.72,7.63,38.74,122,8,10.4,1,0
Fantasy,16.72,3.69,52.91,127,12,3.71,1,0
Fantasy,40.02,5.5,60.67,169,1,14.02,1,1
Comedy,60.19,7.96,42.76,145,5,15.0,1,1
Thriller,44.66,4.91,57.51,166,3,10.19,1,0
Fantasy,7.59,6.32,33.43,105,9,10.74,1,0
Action,79.67,8.42,48.03,175,2,9.17,1,1
Comedy,1.0,10.0,56.11,101,1,11.01,1,1
Action,36.61,7.97,58.75,142,9,12.39,0,1
Comedy,31.39,3.46,46.07,154,10,5.96,1,0
Romance,54.45,4.61,61.41,130,7,13.73,1,1
Romance,66.85,8.42,41.51,171,10,15.67,0,1
Horror,83.8,4.51,45.75,139,4,15.0,1,1
Action,28.63,7.74,41.94,103,5,17.05,1,1
Sci-Fi,67.6,9.44,64.99,162,5,7.97,1,1
Thriller,55.87,8.14,4.2,144,11,3.2,0,0
Sci-Fi,1.0,9.59,48.74,101,2,2.43,0,0
Sci-Fi,107.02,3.72,61.05,134,2,1.07,1,0
Romance,6.84,2.12,26.75,142,4,0.0,1,0
Fantasy,62.58,4.43,69.26,88,10,9.26,1,0
Comedy,61.7,6.01,64.67,117,12,17.2,0,1
Thriller,58.27,4.17,48.54,176,3,8.89,1,0
Horror,35.16,4.44,99.42,156,7,2.27,1,1
Sci-Fi,74.82,5.71,31.16,96,7,13.3,0,0
Comedy,3.19,5.07,58.6,178,4,13.25,1,0
Drama,48.03,7.67,52.48,157,11,7.65,1,1
Sci-Fi,33.08,6.03,38.69,90,2,13.42,0,0
Romance,29.68,4.81,50.71,85,9,13.21,1,0
Comedy,62.86,7.91,96.09,175,1,14.02,1,1
Action,82.32,10.0,46.77,115,4,10.29,1,1
Fantasy,39.7,6.92,44.32,119,2,5.3,0,0
Thriller,73.42,4.93,32.17,135,1,0.24,1,0
Thriller,51.49,2.68,55.18,105,2,2.4,1,0
Comedy,23.22,5.45,41.8,174,10,13.11,1,0
Comedy,42.26,3.6,31.56,164,8,11.9,1,0
Fantasy,41.02,7.0,41.04,180,10,10.75,0,0
Horror,29.1,9.35,72.42,104,3,15.28,0,1
Romance,62.85,4.27,20.15,132,2,16.87,0,0
Romance,57.04,4.82,54.36,167,5,8.68,0,0
Sci-Fi,2.28,7.42,18.35,118,2,14.52,0,0
Action,1.0,4.53,17.43,84,11,7.37,1,0
Fantasy,62.74,2.48,37.8,132,3,4.07,0,0
Drama,25.54,8.37,39.44,111,6,7.62,1,0
Fantasy,59.06,3.19,84.85,154,5,17.25,1,1
Action,73.43,5.8,25.04,150,9,16.69,1,0
Horror,11.87,5.7,59.51,129,8,14.26,1,0
Romance,7.65,5.11,62.91,111,6,5.43,1,0
Romance,100.23,7.18,46.69,173,12,13.19,0,1
Drama,60.55,2.91,75.72,85,9,16.01,1,1
Thriller,37.42,6.67,51.26,96,5,11.12,1,0
Drama,21.98,4.25,64.37,179,12,16.92,0,0
Action,34.69,6.06,38.76,162,8,11.84,0,0
Drama,14.28,4.3,36.46,151,9,15.48,1,0
Comedy,76.5,6.19,92.46,136,6,13.42,1,1
Sci-Fi,26.7,7.62,82.11,87,9,10.96,0,1
Action,82.81,5.63,69.38,178,7,15.9,1,1
Fantasy,37.98,5.31,68.95,122,9,13.2,1,1
Action,18.7,4.36,67.71,114,4,10.49,1,0
Thriller,37.21,6.15,28.29,128,2,17.88,0,0
Drama,1.0,7.94,48.98,167,9,12.29,0,0
Horror,46.38,5.8,93.3,178,5,13.92,1,1
Fantasy,44.9,8.74,66.09,164,10,5.91,0,1
Comedy,74.74,5.44,25.17,101,1,13.06,1,0
Action,1.0,9.79,58.68,147,10,7.87,0,1
Sci-Fi,84.86,2.04,65.05,143,7,6.78,0,0
Action,74.62,4.87,38.87,175,3,11.8,0,0
Fantasy,87.56,4.31,43.04,99,1,14.66,1,0
Action,48.42,5.76,32.46,104,7,10.22,0,0
Drama,80.42,7.15,55.11,164,9,22.25,1,1
Horror,5.86,10.0,37.79,93,1,2.59,1,0
Drama,71.39,6.19,56.32,164,6,0.08,1,0
Sci-Fi,26.87,7.7,34.17,173,6,6.86,0,0
Thriller,1.0,4.36,48.31,165,8,7.07,0,0
Action,16.28,5.38,64.13,102,12,20.17,0,1
Comedy,50.17,7.36,29.91,178,2,14.02,1,1
Romance,25.27,2.97,92.92,159,10,6.15,1,0
Comedy,61.28,3.71,30.03,125,10,9.68,0,0
Comedy,1.0,6.16,13.29,152,4,5.74,1,0
Fantasy,1.0,5.67,55.16,161,11,11.06,0,0
Thriller,91.17,6.43,83.96,124,11,20.29,1,1
Fantasy,77.11,2.63,17.46,162,12,8.62,1,0
Comedy,18.52,5.32,35.53,135,10,19.22,1,0
Romance,49.91,5.49,30.29,157,8,10.86,0,0
Horror,80.59,6.39,13.07,165,2,15.38,0,0
Romance,62.58,7.69,53.12,176,6,7.73,0,1
Comedy,54.45,6.09,100.0,106,5,10.74,1,1
Horror,82.85,3.8,58.84,179,5,8.9,1,0
Action,28.08,6.65,36.65,128,7,11.93,0,0
Fantasy,50.94,2.5,61.13,123,12,9.71,0,0
Thriller,49.46,6.19,45.44,153,10,11.07,0,0
Comedy,41.82,6.96,26.56,148,12,25.88,0,1
Sci-Fi,38.31,5.87,64.34,177,12,16.72,0,1
Sci-Fi,52.19,7.31,96.67,125,10,5.87,0,1
Fantasy,51.03,3.36,71.05,143,12,6.43,0,0
Horror,18.55,10.0,41.58,127,9,13.02,1,1
Sci-Fi,74.05,4.15,40.64,107,12,9.5,0,0
Romance,20.71,0.79,48.14,95,12,12.52,0,0
Romance,43.45,3.44,53.87,103,12,8.02,0,0
Horror,41.14,10.0,67.99,170,8,8.92,1,1
Sci-Fi,60.74,8.18,52.54,87,12,4.02,1,1
Action,1.0,3.46,58.83,139,9,2.57,1,0
Horror,76.73,8.35,27.69,143,6,0.0,1,0
Action,29.69,8.56,73.36,120,8,19.26,0,1
Thriller,86.6,3.1,45.71,149,5,7.49,0,0
Fantasy,35.66,8.44,69.92,152,12,10.44,1,1
Comedy,48.53,5.18,54.84,125,4,13.1,0,0
Thriller,107.41,7.4,23.06,107,1,5.92,1,0
Romance,41.68,7.92,33.17,172,12,8.27,0,0
Thriller,87.17,7.88,74.69,101,12,9.32,1,1
Romance,51.17,5.6,37.81,161,12,8.69,1,0
Romance,62.46,4.35,41.01,117,7,10.84,1,0
Action,52.1,7.05,88.18,85,10,6.53,1,1
Thriller,75.44,7.64,20.79,80,7,14.15,0,0
Comedy,29.43,6.93,66.13,168,9,8.48,0,1
Thriller,20.48,5.87,62.22,89,10,3.87,1,0
Comedy,30.84,7.34,32.02,105,1,13.13,1,0
Romance,52.99,2.74,37.55,104,10,9.49,1,0
Fantasy,43.38,7.46,68.2,82,1,8.7,0,1
Sci-Fi,71.31,5.59,54.98,156,1,4.3,0,0
Drama,89.14,8.22,70.04,148,4,12.39,1,1
Sci-Fi,20.72,6.32,43.4,169,2,16.44,0,0
Romance,27.98,7.2,37.67,136,11,14.34,0,0
Comedy,6.91,7.17,55.4,121,10,3.35,0,0
Horror,110.91,5.25,61.4,132,3,13.53,0,1
Horror,59.14,4.5,53.83,90,4,7.91,0,0
Sci-Fi,64.39,7.87,56.4,163,7,12.26,0,1
Horror,9.79,6.65,70.56,96,3,15.34,0,1
Sci-Fi,49.96,6.55,53.45,126,2,11.84,1,1
Comedy,65.28,7.84,41.95,113,3,7.71,1,1
Drama,42.42,7.24,57.86,113,3,7.71,1,1
Action,82.27,8.72,34.79,117,2,4.21,0,1
Romance,119.35,5.3,7.5,89,2,10.27,0,0
Thriller,21.59,7.07,36.41,103,5,15.4,1,0
Sci-Fi,19.34,8.67,80.53,140,10,6.41,1,1
Drama,23.67,4.76,61.34,104,3,4.34,1,0
Romance,98.19,4.07,79.48,114,1,3.38,1,1
Thriller,81.27,5.8,46.25,127,3,18.13,0,1
Sci-Fi,45.93,6.07,74.52,92,11,13.46,0,1
Thriller,51.1,6.46,44.72,133,3,5.42,0,0
Horror,25.5,7.58,27.59,141,3,3.34,1,0
Action,76.7,7.06,34.12,80,12,9.84,0,0
Drama,38.6,10.0,35.06,120,12,17.96,1,1
Fantasy,42.2,8.56,51.9,83,2,13.55,0,1
Romance,68.26,4.79,76.36,157,10,18.37,0,1
Action,44.36,7.79,42.17,111,11,12.44,0,1
Action,42.95,5.93,40.84,165,5,8.67,1,0
Comedy,50.32,7.29,65.33,105,10,6.25,0,1
Thriller,73.86,6.65,67.03,101,10,18.73,0,1
Sci-Fi,99.39,2.47,53.83,161,8,10.51,1,0
Drama,67.56,4.58,51.83,88,9,3.18,1,0
Thriller,74.1,6.31,42.37,146,7,10.06,1,1
Thriller,44.0,7.51,56.37,137,7,10.77,1,1
Action,28.77,3.8,25.9,146,2,16.05,0,0
Sci-Fi,69.62,8.78,64.66,90,7,8.49,0,1
Action,55.14,7.8,39.39,135,3,5.76,0,0
Romance,7.32,4.04,36.59,141,7,11.35,1,0
Romance,40.16,5.99,52.61,145,5,11.78,1,0
Sci-Fi,47.51,7.81,51.67,151,5,1.97,1,1
Comedy,34.69,8.38,83.37,102,2,8.91,0,1
Comedy,94.45,3.3,73.14,179,4,0.0,1,0
Action,64.4,4.7,22.95,150,3,19.29,1,0
Comedy,91.2,8.07,45.42,175,5,14.33,1,1
Comedy,57.9,3.73,44.95,95,6,21.07,0,0
Action,52.44,7.2,69.24,115,4,12.46,0,1
Drama,21.9,5.99,72.59,108,12,9.75,1,1
Romance,50.36,5.59,45.31,179,9,11.6,1,0
Drama,50.39,1.31,17.72,151,12,8.43,0,0
Sci-Fi,8.99,8.13,55.11,167,10,16.75,0,1
Comedy,33.81,4.53,29.28,134,11,16.93,0,0
Fantasy,40.3,4.81,23.31,128,3,5.59,0,0
Action,62.4,6.97,49.04,139,10,9.29,1,1
Fantasy,63.84,6.01,41.4,82,6,0.0,0,0
Fantasy,32.56,6.0,41.53,173,9,10.08,0,0
Drama,64.07,5.7,56.85,153,9,16.65,0,1
Horror,44.54,4.89,36.08,128,7,9.15,1,0
Horror,1.0,4.76,38.92,129,4,13.24,0,0
Drama,35.46,7.19,20.35,104,12,8.21,1,0
Comedy,82.37,4.11,32.68,141,4,6.68,1,0
Drama,1.0,4.7,66.34,91,7,10.39,0,0
Fantasy,53.38,6.1,48.34,148,10,3.35,0,0
Romance,97.56,7.24,74.51,125,9,18.31,1,1
Comedy,27.18,4.49,30.79,92,11,9.04,0,0
Fantasy,50.06,4.36,30.11,153,7,8.26,1,0
Horror,10.88,5.42,3.91,120,2,16.54,1,0
Thriller,98.82,4.21,68.11,93,8,4.47,1,1
Horror,47.5,5.75,42.87,119,8,6.26,0,0
Thriller,51.4,1.51,49.82,171,5,12.35,1,0
Action,90.63,9.0,29.42,141,11,4.9,0,1
Action,69.84,5.86,19.64,98,5,2.95,1,0
Romance,23.73,2.41,41.77,178,4,13.19,1,0
Horror,30.58,4.83,41.68,177,10,17.05,0,0
Fantasy,64.85,6.1,71.76,166,5,12.49,0,1
Drama,31.28,5.74,20.75,179,11,9.75,1,0
Drama,1.0,3.32,46.13,154,7,11.71,0,0
Sci-Fi,48.4,8.45,73.52,130,5,16.53,0,1
Thriller,5.59,7.69,26.7,95,4,0.66,1,0
Horror,98.49,3.36,32.94,154,3,16.75,0,0
Horror,55.3,6.63,47.68,176,2,3.56,1,0
Romance,22.84,4.13,61.45,137,5,3.65,1,0
Drama,29.04,3.24,55.78,142,3,10.16,1,0
Comedy,1.0,4.13,61.32,109,9,11.12,0,0
Horror,17.02,7.43,34.15,143,2,7.83,1,0
Thriller,80.49,3.93,55.47,175,11,12.88,1,1
Fantasy,116.95,6.48,62.37,160,1,10.02,0,1
Sci-Fi,71.79,3.08,23.58,164,1,11.13,0,0
Comedy,47.24,7.31,85.59,98,9,17.9,1,1
Comedy,37.04,5.35,43.39,150,7,10.17,0,0
Horror,21.31,6.77,12.81,81,8,13.28,1,0
Comedy,111.79,3.46,69.32,118,10,16.72,1,1
Drama,44.34,10.0,46.63,131,10,10.72,0,1
Sci-Fi,113.47,9.79,62.72,81,9,14.95,0,1
Thriller,91.81,0.84,63.36,142,1,0.89,1,0
Sci-Fi,1.0,8.49,56.16,100,4,13.36,0,1
Action,30.02,6.26,73.96,126,8,10.2,1,1
Drama,29.93,6.92,33.07,124,10,19.07,1,0
Fantasy,47.6,6.8,78.99,83,12,6.74,0,1
Fantasy,48.19,7.79,17.76,177,8,12.12,1,0
Romance,139.89,4.77,64.9,90,12,4.42,1,1
Horror,17.68,2.96,55.37,94,9,13.75,0,0
Action,56.87,4.64,75.3,132,1,5.32,0,0
Romance,68.5,4.38,29.2,121,6,4.76,1,0
Action,49.95,6.01,53.35,180,12,13.67,1,1
Horror,53.31,5.95,87.39,84,1,19.11,1,1
Thriller,18.66,4.95,33.3,85,8,11.83,0,0
Romance,53.19,4.59,34.73,172,12,11.47,1,0
Romance,65.34,7.33,82.33,139,12,11.34,0,1
Drama,59.83,3.86,84.91,153,2,14.11,0,1
Action,67.11,7.5,51.16,171,7,7.39,1,1
Fantasy,92.38,5.88,13.41,81,4,12.91,0,0
Fantasy,78.11,4.87,33.84,133,3,4.28,1,0
Comedy,52.14,3.99,24.42,136,10,6.22,0,0
Sci-Fi,14.85,8.78,88.37,160,4,9.99,1,1
Drama,32.0,2.51,46.87,90,7,5.1,0,0
Romance,43.41,6.86,33.43,114,12,5.43,0,0
Drama,57.57,5.72,52.38,120,10,9.5,1,0
Comedy,35.65,5.47,30.67,153,6,11.2,1,0
Horror,21.93,3.42,42.28,153,9,12.89,1,0
Thriller,14.35,4.45,49.93,165,10,13.85,1,0
Romance,1.0,10.0,30.61,95,1,2.5,0,0
Drama,42.95,8.18,12.91,95,2,12.07,0,0
Thriller,5.91,8.01,55.79,165,7,7.4,0,0
Romance,19.98,7.42,71.81,130,8,5.71,1,1
Drama,38.18,6.53,28.04,82,5,3.27,1,0
Drama,9.92,8.9,72.76,132,6,5.32,1,1
Comedy,61.39,6.45,31.96,150,5,4.71,0,0
Thriller,72.21,10.0,53.5,104,10,13.14,0,1
Drama,33.52,8.57,53.25,164,7,13.49,0,1
Horror,36.89,6.74,20.43,174,9,23.24,0,0
Romance,66.12,7.33,31.99,134,8,6.69,0,0
Fantasy,28.58,5.91,36.11,171,11,16.35,0,0
Sci-Fi,26.52,9.52,42.59,139,2,6.34,1,1
Comedy,85.89,4.87,64.28,87,4,14.32,0,1
Thriller,76.53,7.35,68.93,139,10,0.87,1,1
Sci-Fi,68.05,6.29,31.66,109,10,4.22,1,0
Romance,77.77,4.45,85.31,174,9,3.03,1,1
Romance,1.0,6.88,23.49,98,1,4.94,1,0
Action,90.62,0.55,39.73,89,6,9.8,1,0
Sci-Fi,61.76,7.82,43.26,93,6,5.2,0,0
Comedy,80.32,9.14,83.98,137,12,11.77,0,1
Horror,61.61,4.98,41.76,179,5,9.59,0,0
Action,51.47,5.32,11.02,157,11,7.86,1,0
Fantasy,41.74,5.66,41.57,158,8,9.57,0,0
Action,61.01,8.09,68.08,103,9,6.33,1,1
Fantasy,40.65,9.1,67.08,138,3,11.89,1,1
Romance,76.04,8.66,34.47,169,10,10.28,0,1
Action,2.41,8.39,40.81,163,1,9.04,0,0
Thriller,33.75,6.79,66.45,106,1,4.51,0,0
Sci-Fi,111.34,2.0,59.8,102,4,3.34,1,0
Drama,31.22,5.63,52.14,172,5,1.16,1,0
Thriller,42.84,7.88,10.49,162,7,5.73,0,0
Comedy,23.52,7.85,42.07,90,11,9.17,1,0
Fantasy,60.08,5.64,49.18,104,2,15.89,1,1
Drama,27.91,2.29,59.38,162,9,4.79,1,0
Thriller,44.43,7.8,40.95,165,10,7.73,1,1
Romance,75.47,4.27,22.8,83,10,10.7,1,0
Thriller,29.04,4.28,57.48,83,3,19.11,0,0
Romance,73.66,8.09,66.25,91,4,13.62,0,1
Horror,74.67,6.35,38.09,104,10,6.15,1,0
Fantasy,81.65,7.83,24.99,99,4,11.69,0,0
Sci-Fi,54.22,3.27,30.0,81,1,8.96,1,0
Action,147.24,5.85,17.67,142,12,0.56,1,0
Comedy,81.64,2.71,38.63,124,10,6.13,0,0
Comedy,59.75,8.07,49.3,128,9,12.9,0,1
Fantasy,23.72,7.65,45.49,94,5,7.51,0,0
Thriller,47.09,4.09,88.68,171,12,9.87,1,1
Comedy,92.79,5.54,55.89,142,4,2.7,0,0
Fantasy,101.29,7.24,47.52,87,5,6.96,1,1
Thriller,94.35,4.03,47.73,141,4,13.83,0,0
Drama,73.56,2.56,70.06,99,5,10.07,1,0
Sci-Fi,12.33,5.92,75.13,90,8,12.21,0,1
Drama,64.61,7.55,65.0,129,2,9.97,1,1
Horror,12.76,4.02,93.36,172,4,7.21,1,1
Horror,5.38,8.69,57.94,88,12,1.41,1,0
Horror,57.17,6.81,59.02,102,7,3.16,1,0
Comedy,65.7,8.6,74.29,169,1,3.84,1,1
Thriller,77.1,3.91,46.98,110,3,3.58,1,0
Action,64.91,3.99,34.14,180,1,10.5,0,0
Drama,65.95,4.67,46.56,94,1,7.71,1,0
Action,20.46,8.93,63.24,146,1,10.6,0,1
Thriller,46.85,6.14,72.56,139,10,13.68,0,1
Thriller,4.79,5.61,61.04,139,3,10.92,1,0
Fantasy,1.0,8.74,67.61,103,11,20.47,0,1
Drama,72.22,3.56,64.64,143,4,8.07,1,0
Horror,27.41,6.53,65.71,108,10,16.66,0,1
Sci-Fi,76.17,5.8,63.35,155,8,14.18,0,1
Action,83.25,9.22,25.94,143,1,0.0,0,0
Romance,31.42,7.9,50.41,174,3,7.02,0,1
Comedy,67.71,5.02,63.2,116,4,9.09,0,0
Action,30.17,9.42,34.89,89,8,5.06,1,0
Thriller,1.0,6.37,46.39,175,5,15.49,1,0
Horror,53.7,7.17,15.19,104,5,4.36,0,0
Romance,35.87,6.8,44.01,119,2,6.84,0,0
Thriller,36.8,9.42,65.51,131,5,6.63,0,1
Fantasy,109.26,1.17,100.0,133,11,9.07,1,1
Romance,4.22,7.08,35.14,120,12,5.69,0,0
Comedy,61.49,10.0,39.23,88,8,17.09,0,1
Sci-Fi,20.16,3.48,93.39,101,4,8.57,0,0
Comedy,77.25,4.05,90.54,108,12,3.94,0,1
Sci-Fi,58.95,6.47,86.78,179,2,13.71,0,1
Action,61.38,8.52,26.9,142,9,5.43,1,0
Sci-Fi,21.65,6.68,73.18,85,8,10.6,1,1
Romance,27.03,5.57,61.07,95,3,12.91,1,0
Sci-Fi,77.82,5.98,81.08,171,2,20.43,0,1
Comedy,103.12,5.27,48.42,83,10,0.67,1,0
Sci-Fi,64.41,5.08,72.31,82,11,8.19,0,1
Horror,23.08,3.28,54.18,179,7,6.01,1,0
Action,60.17,10.0,68.22,157,9,11.8,1,1
Thriller,122.82,6.36,39.91,90,7,13.0,1,1
Horror,53.07,3.98,82.94,160,12,11.19,1,1
Horror,93.86,8.25,56.68,87,11,3.96,0,1
Sci-Fi,27.79,1.34,27.87,133,11,12.52,1,0
Romance,48.74,3.42,54.93,165,1,9.11,1,0
Thriller,68.59,6.6,2.32,103,3,3.23,0,0
Romance,61.92,5.91,53.18,128,1,0.42,0,0
Comedy,27.01,7.14,55.39,105,3,10.57,1,1
Horror,25.71,4.17,52.62,137,12,16.49,0,0
Sci-Fi,79.65,5.14,85.94,121,8,3.79,0,1
Action,85.75,5.6,45.24,154,9,11.86,1,1
Fantasy,95.36,4.36,55.9,105,9,10.5,0,0
Action,104.12,3.76,89.28,128,5,5.26,0,1
Thriller,54.04,9.12,73.91,176,5,1.18,1,1
Thriller,40.66,3.9,68.07,173,1,19.58,0,1
Comedy,90.53,5.48,37.57,124,2,12.28,1,0
Romance,71.39,4.06,86.12,95,5,12.67,1,1
Sci-Fi,20.53,4.77,41.99,107,3,16.08,1,0
Fantasy,18.99,3.1,74.16,109,10,12.93,0,0
Comedy,64.76,3.42,66.17,119,5,15.72,1,1
Thriller,44.68,5.27,70.09,110,7,7.62,0,0
Comedy,49.21,5.33,69.71,111,1,5.48,1,0
Drama,82.18,6.53,54.52,153,12,4.19,1,1
Sci-Fi,72.77,10.0,70.14,99,2,5.97,1,1
Comedy,89.9,6.44,48.75,112,12,2.61,0,0
Romance,1.0,4.98,56.73,80,6,6.79,1,0
Thriller,57.6,1.26,38.01,153,5,7.03,0,0
Romance,70.84,3.38,51.04,100,4,10.38,0,0
